  -1.3601000e+03  -6.5700000e+02  -1.2742000e+03  -1.2188000e+03
  -6.5700000e+02  -1.1747000e+03  -6.2180000e+02  -5.8970000e+02
  -1.2742000e+03  -6.2180000e+02  -1.1919000e+03  -1.1379000e+03
  -1.2188000e+03  -5.8970000e+02  -1.1379000e+03  -1.0869000e+03
